# LAMMPS data file written by molpy on 2025-12-10 15:59:27

253 atoms
253 bonds
320 angles
386 dihedrals

9 atom types
5 bond types
9 angle types
12 dihedral types

0.000000 50.000000 xlo xhi
0.000000 50.000000 ylo yhi
0.000000 50.000000 zlo zhi

Atom Type Labels

1 opls_136
2 opls_137
3 opls_140
4 opls_154
5 opls_155
6 opls_157
7 opls_180
8 opls_182
9 opls_185

Bond Type Labels

1 CT-CT
2 CT-HC
3 CT-OH
4 CT-OS
5 HO-OH

Angle Type Labels

1 CT-CT-CT
2 CT-CT-HC
3 CT-CT-OH
4 CT-CT-OS
5 CT-OH-HO
6 CT-OS-CT
7 HC-CT-HC
8 HC-CT-OH
9 HC-CT-OS

Dihedral Type Labels

1 CT-CT-CT-CT
2 CT-CT-CT-HC
3 CT-CT-CT-OH
4 CT-CT-OH-HO
5 CT-CT-OS-CT
6 CT-OS-CT-HC
7 HC-CT-CT-HC
8 HC-CT-CT-OH
9 HC-CT-CT-OS
10 HC-CT-OH-HO
11 OH-CT-CT-OS
12 OS-CT-CT-OS

Masses

1 12.010780
2 12.010780
3 1.007947
4 15.999430
5 1.007947
6 12.010780
7 15.999430
8 12.010780
9 1.007947

Atoms

1 1 4 -0.683000 -0.081399 -0.271585 4.666773
2 1 6 0.145000 -1.170267 -0.724355 3.908347
3 1 8 0.140000 -1.251830 0.028810 2.583240
4 1 7 -0.400000 -0.064800 -0.185691 1.849106
5 1 8 0.140000 -0.134048 0.517274 0.626821
6 1 8 0.140000 1.142383 0.268399 -0.165265
7 1 7 -0.400000 1.074125 0.975287 -1.386458
8 1 8 0.140000 2.157960 0.624233 -2.227030
9 1 8 0.140000 1.747367 -0.485144 -3.193264
10 1 7 -0.400000 0.605744 -0.075863 -3.917953
11 1 8 0.140000 0.068643 -1.154642 -4.661481
12 1 8 0.140000 -1.246398 -1.613494 -4.037698
13 1 5 0.418000 -0.347727 0.604136 5.051465
14 1 3 0.060000 -1.039886 -1.808836 3.706469
15 1 3 0.060000 -2.119522 -0.595023 4.476421
16 1 9 0.030000 -2.135143 -0.354006 2.022653
17 1 9 0.030000 -1.396764 1.112201 2.799904
18 1 9 0.030000 -0.228091 1.612846 0.807540
19 1 9 0.030000 -0.998116 0.165122 0.017079
20 1 9 0.030000 2.009520 0.626132 0.434854
21 1 9 0.030000 1.237964 -0.828301 -0.335696
22 1 9 0.030000 3.076544 0.324538 -1.668322
23 1 9 0.030000 2.434007 1.520528 -2.822255
24 1 9 0.030000 2.591499 -0.675974 -3.893213
25 1 9 0.030000 1.549158 -1.411261 -2.607745
26 1 9 0.030000 0.757214 -2.026747 -4.776123
27 1 9 0.030000 -0.145191 -0.788868 -5.688095
28 1 9 0.060000 -1.702420 -2.395120 -4.685225
29 1 9 0.060000 -1.944848 -0.749148 -3.972263
30 1 8 0.140000 -2.763358 -5.923267 -1.022497
31 1 7 -0.400000 -3.766004 -7.991684 -1.685143
32 1 8 0.140000 -3.666841 -9.158177 -2.481359
33 1 9 0.030000 -1.811654 -9.887021 -1.653176
34 1 9 0.030000 -3.249208 -12.105370 0.746639
35 1 8 0.140000 -2.864492 -10.235167 -1.753869
36 1 9 0.030000 -2.728412 -3.411276 -0.423029
37 1 9 0.030000 -2.587843 -6.344889 -0.005717
38 1 9 0.030000 -2.879127 -11.163488 -2.367798
39 1 9 0.030000 -1.813259 -11.839184 -0.275890
40 1 8 0.140000 -2.615804 -11.312507 0.295399
41 1 9 0.030000 -1.529003 -4.319327 0.594785
42 1 9 0.030000 -1.743602 -7.546539 -1.994358
43 1 8 0.140000 -1.994878 -10.499385 1.427771
44 1 9 0.030000 -2.933742 -6.656882 -3.041497
45 1 9 0.030000 -3.230194 -8.972556 -3.491632
46 1 8 0.145000 -0.658791 -2.938724 -0.805449
47 1 7 -0.400000 -3.450911 -10.484058 -0.492856
48 1 9 0.060000 0.327172 -3.450307 -0.801916
49 1 9 0.030000 -3.766034 -5.438202 -1.056173
50 1 9 0.060000 -1.419407 -11.181942 2.091951
51 1 7 -0.400000 -0.891363 -2.414204 -2.084759
52 1 8 0.140000 -1.747662 -3.940206 -0.429668
53 1 7 -0.400000 -1.751021 -5.000058 -1.362785
54 1 8 0.140000 -2.750191 -7.070262 -2.023917
55 1 9 0.060000 -0.620781 -2.119999 -0.051284
56 1 9 0.030000 -4.694156 -9.544502 -2.652287
57 1 9 0.060000 -2.803475 -10.017560 2.022096
58 1 7 -0.400000 -0.688811 -9.004976 0.626466
59 1 7 -0.400000 2.000963 -8.793031 1.443227
60 1 7 -0.400000 4.799690 -9.339170 3.675436
61 1 9 0.030000 2.518705 -8.076424 3.331262
62 1 9 0.060000 -0.412472 -7.120890 -0.191243
63 1 9 0.030000 3.137666 -10.463814 3.139799
64 1 8 0.140000 8.057939 -7.614789 1.324690
65 1 9 0.030000 6.031121 -10.394031 4.931988
66 1 8 0.145000 0.166752 -8.026035 0.101557
67 1 8 0.140000 8.530968 -8.708850 2.277714
68 1 8 0.140000 3.814519 -9.683736 2.723398
69 1 9 0.030000 6.618636 -10.348983 1.919156
70 1 9 0.060000 7.763528 -6.716140 1.912022
71 1 8 0.140000 1.239519 -7.648683 1.119691
72 1 8 0.140000 2.988246 -8.448492 2.391646
73 1 8 0.140000 6.931804 -10.247506 2.982849
74 1 9 0.030000 7.654905 -11.058666 3.223783
75 1 9 0.060000 0.653571 -8.428476 -0.812172
76 1 9 0.030000 0.738800 -7.233634 2.024510
77 1 9 0.030000 3.672850 -7.669159 1.983761
78 1 9 0.030000 8.874880 -9.596525 1.693252
79 1 9 0.060000 8.893732 -7.340176 0.643351
80 1 8 0.140000 5.700776 -10.413435 3.871642
81 1 7 -0.400000 7.522280 -8.988322 3.231403
82 1 9 0.030000 1.885127 -6.862696 0.665311
83 1 9 0.030000 4.274456 -10.058332 1.780492
84 1 9 0.030000 5.241154 -11.416865 3.705379
85 1 9 0.030000 9.421294 -8.330436 2.823217
86 1 7 -0.400000 6.398155 -8.236102 -2.642389
87 1 8 0.140000 7.596486 -7.785724 -4.662870
88 1 9 0.030000 9.033110 -8.738653 -8.393475
89 1 9 0.030000 7.198339 -10.096154 -9.264984
90 1 7 -0.400000 7.045973 -8.142919 -8.412337
91 1 9 0.030000 7.693787 -8.882745 -4.830240
92 1 9 0.030000 9.524647 -7.730118 -6.173636
93 1 9 0.060000 4.496659 -8.821887 -8.454580
94 1 8 0.140000 5.213531 -8.021867 -1.904300
95 1 8 0.140000 5.196727 -9.684921 -8.520038
96 1 9 0.060000 4.354585 -8.641633 -0.005803
97 1 9 0.030000 5.456943 -7.893059 -4.471846
98 1 7 -0.400000 7.521930 -7.082822 -5.885993
99 1 8 0.140000 6.508325 -9.225185 -9.150384
100 1 8 0.140000 8.603242 -7.434165 -6.729688
101 1 8 0.140000 8.191300 -8.547454 -7.690836
102 1 9 0.030000 8.875015 -6.539147 -7.328788
103 1 9 0.030000 7.997389 -9.472156 -7.101651
104 1 9 0.060000 4.739886 -10.469560 -9.163330
105 1 8 0.145000 5.301898 -8.770694 -0.577171
106 1 8 0.140000 6.322614 -7.537127 -3.866588
107 1 9 0.060000 5.433850 -9.855518 -0.776163
108 1 9 0.030000 4.328876 -8.408350 -2.460233
109 1 7 -0.400000 6.392726 -8.313192 0.175577
110 1 9 0.030000 5.067087 -6.938119 -1.690463
111 1 9 0.030000 6.226893 -6.441200 -3.688932
112 1 9 0.030000 8.465175 -7.424236 -4.067263
113 1 9 0.030000 6.289695 -8.863097 -10.177294
114 1 8 0.145000 5.799811 -10.998729 -5.285977
115 1 8 0.140000 3.700912 -13.988484 -5.485465
116 1 8 0.140000 3.712669 -15.138584 -6.483335
117 1 9 0.030000 3.524255 -14.728797 -7.501479
118 1 9 0.060000 5.068429 -19.234442 -2.359850
119 1 9 0.060000 3.681570 -18.073282 -2.427943
120 1 8 0.140000 2.798787 -17.229902 -6.930659
121 1 7 -0.400000 3.025351 -18.549068 -4.938876
122 1 9 0.030000 2.697059 -13.505697 -5.516743
123 1 9 0.060000 6.786891 -11.508165 -5.284694
124 1 9 0.030000 3.231088 -17.046508 -7.943205
125 1 9 0.030000 1.771657 -17.618983 -7.096364
126 1 7 -0.400000 4.709904 -13.064160 -5.832591
127 1 9 0.030000 4.658770 -17.952129 -6.107450
128 1 9 0.030000 3.235411 -20.166042 -3.695110
129 1 8 0.140000 3.606308 -18.302866 -6.202941
